Calculation1,School,City,County/State/Country,App GPA,Adm GPA,Enrl GPA
EASTWOOD HIGH SCHOOL442217,EASTWOOD HIGH SCHOOL,El Paso,Texas,3.8,,
ED W CLARK HIGH SCHOOL290097,ED W CLARK HIGH SCHOOL,Las Vegas,Nevada,4.08,4.14,4.17
EDEN PRAIRIE HIGH SCHOOL241150,EDEN PRAIRIE HIGH SCHOOL,Eden Prairie,Minnesota,4.03,4.04,
EDGEMONT HIGH SCHOOL335085,EDGEMONT HIGH SCHOOL,Scarsdale,New York,3.94,4.08,
EDGEWOOD HIGH SCHOOL501155,EDGEWOOD HIGH SCHOOL,Madison,Wisconsin,4.02,4.08,
EDINA HIGH SCHOOL240708,EDINA HIGH SCHOOL,Edina,Minnesota,4.06,4.13,4.14
EDMOND MEMORIAL HIGH SCHOOL371185,EDMOND MEMORIAL HIGH SCHOOL,Edmond,Oklahoma,4.21,,
EDMOND NORTH HIGH SCHOOL371186,EDMOND NORTH HIGH SCHOOL,Edmond,Oklahoma,4.1,4.1,
EDMOND SANTA FE HIGH SCHOOL371188,EDMOND SANTA FE HIGH SCHOOL,Edmond,Oklahoma,4.21,4.21,
EDMONDS-WOODWAY HIGH SCHOOL480344,EDMONDS-WOODWAY HIGH SCHOOL,Edmonds,Washington,4.11,4.15,
EDMUND BURKE SCHOOL090064,EDMUND BURKE SCHOOL,Washington,District of Columbia,3.76,,
EDWARD S MARCUS HIGH SCHOOL444132,EDWARD S MARCUS HIGH SCHOOL,Flower Mound,Texas,3.97,4.16,
EF ACADEMY334864,EF ACADEMY,Thornwood,New York,3.76,3.87,3.75
EISENHOWER HIGH SCHOOL501631,EISENHOWER HIGH SCHOOL,New Berlin,Wisconsin,4.26,4.26,
ELDORADO HIGH SCHOOL320009,ELDORADO HIGH SCHOOL,Albuquerque,New Mexico,3.99,,
ELEANOR ROOSEVELT HIGH SCHOOL210597,ELEANOR ROOSEVELT HIGH SCHOOL,Greenbelt,Maryland,3.93,3.86,
ELEANOR ROOSEVELT HIGH SCHOOL333648,ELEANOR ROOSEVELT HIGH SCHOOL,New York,New York,3.96,4.09,
ELGIN HIGH SCHOOL141770,ELGIN HIGH SCHOOL,Elgin,Illinois,4.01,,
ELISABETH IRWIN HIGH SCH-LREI333610,ELISABETH IRWIN HIGH SCH-LREI,New York,New York,3.85,,
ELKINS HIGH SCHOOL446782,ELKINS HIGH SCHOOL,Missouri City,Texas,3.98,3.97,
EMERALD RIDGE HIGH SCHOOL481222,EMERALD RIDGE HIGH SCHOOL,South Hill,Washington,4.06,,
EMERY WEINER SCHOOL443539,EMERY WEINER SCHOOL,Houston,Texas,3.58,,
EMMA WILLARD SCHOOL335600,EMMA WILLARD SCHOOL,Troy,New York,3.87,3.94,
ENERGY INSTITUTE HIGH SCHOOL443760,ENERGY INSTITUTE HIGH SCHOOL,Houston,Texas,3.68,,
ENLOE MAGNET HIGH SCHOOL343210,ENLOE MAGNET HIGH SCHOOL,Raleigh,North Carolina,3.88,4.01,
ENSWORTH HIGH SCHOOL431662,ENSWORTH HIGH SCHOOL,Nashville,Tennessee,3.63,,
EPISCOPAL ACADEMY393300,EPISCOPAL ACADEMY,Newtown Square,Pennsylvania,4.12,4.03,
EPISCOPAL HIGH SCHOOL440561,EPISCOPAL HIGH SCHOOL,Bellaire,Texas,3.75,3.74,
EPISCOPAL HIGH SCHOOL470020,EPISCOPAL HIGH SCHOOL,Alexandria,Virginia,3.65,,
EPISCOPAL SCHOOL OF DALLAS441734,EPISCOPAL SCHOOL OF DALLAS,Dallas,Texas,3.81,3.95,
ERIC SOLORIO ACADEMY HIGH SCHL141042,ERIC SOLORIO ACADEMY HIGH SCHL,Chicago,Illinois,3.57,,
ESSEX CO D M PAYNE SR SCH TECH310111,ESSEX CO D M PAYNE SR SCH TECH,Newark,New Jersey,4.06,,
ETHEL WALKER SCHOOL070670,ETHEL WALKER SCHOOL,Simsbury,Connecticut,3.9,3.92,
EVANSTON TOWNSHIP HIGH SCHOOL141860,EVANSTON TOWNSHIP HIGH SCHOOL,Evanston,Illinois,4.01,4.03,4.11
EVERETT HIGH SCHOOL480385,EVERETT HIGH SCHOOL,Everett,Washington,4.05,,
EVERGREEN SENIOR HIGH SCHOOL060560,EVERGREEN SENIOR HIGH SCHOOL,Evergreen,Colorado,3.92,3.95,
EXETER HIGH SCHOOL300180,EXETER HIGH SCHOOL,Exeter,New Hampshire,3.86,,
FAIRFAX HIGH SCHOOL470785,FAIRFAX HIGH SCHOOL,Fairfax,Virginia,3.92,3.93,
FAIRFIELD COLLEGE PREPARATORY070190,FAIRFIELD COLLEGE PREPARATORY,Fairfield,Connecticut,3.64,,
FAIRFIELD LUDLOWE HIGH SCHOOL070187,FAIRFIELD LUDLOWE HIGH SCHOOL,Fairfield,Connecticut,3.89,3.84,
FAIRFIELD WARDE HIGH SCHOOL070186,FAIRFIELD WARDE HIGH SCHOOL,Fairfield,Connecticut,3.79,3.95,
FAIRVIEW HIGH SCHOOL060118,FAIRVIEW HIGH SCHOOL,Boulder,Colorado,4.02,4.1,4.18
FAITH LUTHERAN HIGH SCHOOL290109,FAITH LUTHERAN HIGH SCHOOL,Las Vegas,Nevada,3.86,4,3.83
FALMOUTH HIGH SCHOOL200278,FALMOUTH HIGH SCHOOL,Falmouth,Maine,4.05,,
FARMINGTON HIGH SCHOOL070805,FARMINGTON HIGH SCHOOL,Farmington,Connecticut,3.96,4,
FARRAGUT HIGH SCHOOL430435,FARRAGUT HIGH SCHOOL,Knoxville,Tennessee,4.28,4.27,
FATHER LOPEZ HIGH SCHOOL100353,FATHER LOPEZ HIGH SCHOOL,Daytona Beach,Florida,3.85,,
FEDERAL WAY SENIOR HIGH SCHOOL480397,FEDERAL WAY SENIOR HIGH SCHOOL,Federal Way,Washington,3.87,4,
FENWICK HIGH SCHOOL143240,FENWICK HIGH SCHOOL,Oak Park,Illinois,3.47,,
FIELDSTON SCHOOL333628,FIELDSTON SCHOOL,Bronx,New York,3.76,3.79,
FIORELLO H LAGUARDIA HS MUSIC333685,FIORELLO H LAGUARDIA HS MUSIC,New York,New York,3.9,4.02,
FIRST ACADEMY101316,FIRST ACADEMY,Orlando,Florida,3.86,3.92,
FISHERS HIGH SCHOOL151041,FISHERS HIGH SCHOOL,Fishers,Indiana,3.97,,
FLINT HILL SCHOOL471648,FLINT HILL SCHOOL,Oakton,Virginia,3.79,3.95,4.08
FLORIDA ATLANTIC UNIVERSITY HS100113,FLORIDA ATLANTIC UNIVERSITY HS,Boca Raton,Florida,3.9,,
FLORIDA VIRTUAL SCHOOL101541,FLORIDA VIRTUAL SCHOOL,Orlando,Florida,3.97,3.97,
FLORIDA990288,FLORIDA,n/a,Florida,3.7,3.67,
FLOWER MOUND HIGH SCHOOL442434,FLOWER MOUND HIGH SCHOOL,Flower Mound,Texas,3.95,4.1,
FOOTHILL HIGH SCHOOL290073,FOOTHILL HIGH SCHOOL,Henderson,Nevada,4.01,3.96,
FORDHAM PREPARATORY SCHOOL333635,FORDHAM PREPARATORY SCHOOL,Bronx,New York,3.64,,
FORDSON HIGH SCHOOL230775,FORDSON HIGH SCHOOL,Dearborn,Michigan,4.11,4.24,
FOREST HILLS CENTRAL HS231708,FOREST HILLS CENTRAL HS,Grand Rapids,Michigan,4.24,4.21,
FOREST HILLS EASTERN HS230000,FOREST HILLS EASTERN HS,Ada,Michigan,4.01,,
FOREST HILLS HIGH SCHOOL331935,FOREST HILLS HIGH SCHOOL,Forest Hills,New York,3.76,3.82,
FOREST RIDGE SCH SACRED HEART481070,FOREST RIDGE SCH SACRED HEART,Bellevue,Washington,3.8,3.79,
FORSYTH COUNTRY DAY SCHOOL344421,FORSYTH COUNTRY DAY SCHOOL,Lewisville,North Carolina,3.87,,
FORT COLLINS HIGH SCHOOL060590,FORT COLLINS HIGH SCHOOL,Ft Collins,Colorado,4.12,4.22,
FORT DORCHESTER HIGH SCHOOL411527,FORT DORCHESTER HIGH SCHOOL,North Charleston,South Carolina,3.77,,
FORT HAMILTON HIGH SCHOOL330710,FORT HAMILTON HIGH SCHOOL,Brooklyn,New York,3.41,,
FORT LAUDERDALE HIGH SCHOOL100490,FORT LAUDERDALE HIGH SCHOOL,Fort Lauderdale,Florida,3.95,,
FORT LEE HIGH SCHOOL310395,FORT LEE HIGH SCHOOL,Fort Lee,New Jersey,3.85,,
FORT MYERS HIGH SCHOOL100515,FORT MYERS HIGH SCHOOL,Fort Myers,Florida,3.88,4.09,
FORT WORTH COUNTRY DAY SCHOOL442519,FORT WORTH COUNTRY DAY SCHOOL,Fort Worth,Texas,3.92,,
FOSSIL RIDGE HIGH SCHOOL060606,FOSSIL RIDGE HIGH SCHOOL,Fort Collins,Colorado,4.07,4.19,
FOSTER HIGH SCHOOL445856,FOSTER HIGH SCHOOL,Richmond,Texas,4.01,,
FOSTER HIGH SCHOOL481075,FOSTER HIGH SCHOOL,Tukwila,Washington,4.01,,
FOUNTAIN VALLEY SCHOOL060275,FOUNTAIN VALLEY SCHOOL,Colorado Springs,Colorado,3.57,,
FOX CHAPEL AREA HIGH SCHOOL393620,FOX CHAPEL AREA HIGH SCHOOL,Pittsburgh,Pennsylvania,3.82,4.08,
FOX LANE HIGH SCHOOL333245,FOX LANE HIGH SCHOOL,Bedford,New York,4.07,,
FOXCROFT ACADEMY200315,FOXCROFT ACADEMY,Dover Foxcroft,Maine,3.82,3.89,
FOXCROFT SCHOOL471425,FOXCROFT SCHOOL,Middleburg,Virginia,4.16,4.16,
FRANCIS LEWIS HIGH SCHOOL331926,FRANCIS LEWIS HIGH SCHOOL,Fresh Meadows,New York,3.45,3.65,
FRANCIS W PARKER SCHOOL140830,FRANCIS W PARKER SCHOOL,Chicago,Illinois,3.93,3.94,
FRANK SINATRA SCH OF THE ARTS332901,FRANK SINATRA SCH OF THE ARTS,Astoria,New York,3.56,,
FRANKLIN HIGH SCHOOL220860,FRANKLIN HIGH SCHOOL,Franklin,Massachusetts,3.83,,
FRANKLIN HIGH SCHOOL310979,FRANKLIN HIGH SCHOOL,Somerset,New Jersey,3.95,4.15,
FRANKLIN HIGH SCHOOL380870,FRANKLIN HIGH SCHOOL,Portland,Oregon,4.13,4.12,
FRANKLIN HIGH SCHOOL430705,FRANKLIN HIGH SCHOOL,Franklin,Tennessee,3.98,,
FRANKLIN HIGH SCHOOL442215,FRANKLIN HIGH SCHOOL,El Paso,Texas,4.09,,
FRANKLIN HIGH SCHOOL481080,FRANKLIN HIGH SCHOOL,Seattle,Washington,3.96,3.99,
FREDERICK GUNN SCHOOL070825,FREDERICK GUNN SCHOOL,Washington,Connecticut,3.9,3.91,
FREEDOM HIGH SCHOOL472110,FREEDOM HIGH SCHOOL,South Riding,Virginia,3.93,4.11,
FREEHOLD TOWNSHIP HIGH SCHOOL310407,FREEHOLD TOWNSHIP HIGH SCHOOL,Freehold,New Jersey,4.03,,
FRENCH INTERNATIONAL SCHOOL210264,FRENCH INTERNATIONAL SCHOOL,Bethesda,Maryland,3.97,3.97,
FRIENDS ACADEMY332880,FRIENDS ACADEMY,Locust Valley,New York,3.9,,
FRIENDS CENTRAL SCHOOL393315,FRIENDS CENTRAL SCHOOL,Wynnewood,Pennsylvania,3.75,3.78,
FRIENDS SCHOOL OF BALTIMORE210090,FRIENDS SCHOOL OF BALTIMORE,Baltimore,Maryland,3.68,3.66,
FRIENDS SELECT SCHOOL393320,FRIENDS SELECT SCHOOL,Philadelphia,Pennsylvania,3.79,3.79,
FRIENDS SEMINARY333645,FRIENDS SEMINARY,New York,New York,3.89,,
FRIENDSWOOD HIGH SCHOOL442625,FRIENDSWOOD HIGH SCHOOL,Friendswood,Texas,4.06,4.1,
FRISCO HIGH SCHOOL442635,FRISCO HIGH SCHOOL,Frisco,Texas,4.05,4,
FRYEBURG ACADEMY200390,FRYEBURG ACADEMY,Fryeburg,Maine,3.43,,
GALENA HIGH SCHOOL290149,GALENA HIGH SCHOOL,Reno,Nevada,3.95,3.95,
GARDEN CITY HIGH SCHOOL332040,GARDEN CITY HIGH SCHOOL,Garden City,New York,4.15,,
GARFIELD HIGH SCHOOL481115,GARFIELD HIGH SCHOOL,Seattle,Washington,4.08,4.16,4.15
GARLAND HIGH SCHOOL442731,GARLAND HIGH SCHOOL,Garland,Texas,3.97,3.91,
GARRISON FOREST SCHOOL210580,GARRISON FOREST SCHOOL,Owings Mills,Maryland,4.1,,
GARZA EARLY COLLEGE HIGH SCHL441849,GARZA EARLY COLLEGE HIGH SCHL,Dallas,Texas,3.86,,
GENEVA COMMUNITY HIGH SCHOOL142020,GENEVA COMMUNITY HIGH SCHOOL,Geneva,Illinois,3.8,,
GEORGE C MARSHALL HIGH SCHOOL470794,GEORGE C MARSHALL HIGH SCHOOL,Falls Church,Virginia,4.03,4.05,
GEORGE MASON HIGH SCHOOL470795,GEORGE MASON HIGH SCHOOL,Falls Church,Virginia,4.04,4.09,
GEORGE RANCH HIGH SCHOOL445862,GEORGE RANCH HIGH SCHOOL,Richmond,Texas,4.07,,
GEORGE SCHOOL391505,GEORGE SCHOOL,Newtown,Pennsylvania,3.84,3.95,3.93
GEORGE STEVENS ACADEMY200140,GEORGE STEVENS ACADEMY,Blue Hill,Maine,3.55,3.61,
GEORGE WALTON COMPREHENSIVE HS111987,GEORGE WALTON COMPREHENSIVE HS,Marietta,Georgia,3.95,4.05,
GEORGE WASHINGTON HIGH SCHOOL060413,GEORGE WASHINGTON HIGH SCHOOL,Denver,Colorado,4.07,4.08,
GEORGETOWN DAY SCHOOL090081,GEORGETOWN DAY SCHOOL,Washington,District of Columbia,3.82,4.02,
GEORGETOWN PREPARATORY SCHOOL210575,GEORGETOWN PREPARATORY SCHOOL,North Bethesda,Maryland,3.77,3.84,
GEORGETOWN VISITATION PREP SCH090080,GEORGETOWN VISITATION PREP SCH,Washington,District of Columbia,3.86,,
GERMANTOWN FRIENDS SCHOOL393325,GERMANTOWN FRIENDS SCHOOL,Philadelphia,Pennsylvania,3.95,3.94,
GIG HARBOR HIGH SCHOOL480421,GIG HARBOR HIGH SCHOOL,Gig Harbor,Washington,3.89,4.18,
GILBERT CLASSICAL ACADEMY030132,GILBERT CLASSICAL ACADEMY,Gilbert,Arizona,4.18,4.26,
GILMAN SCHOOL210095,GILMAN SCHOOL,Baltimore,Maryland,3.97,4.1,
GILMOUR ACADEMY362270,GILMOUR ACADEMY,Gates Mills,Ohio,3.94,,
GLACIER HIGH SCHOOL270523,GLACIER HIGH SCHOOL,Kalispell,Montana,4.25,4.25,
GLACIER PEAK HIGH SCHOOL481211,GLACIER PEAK HIGH SCHOOL,Snohomish,Washington,4.04,,
GLASTONBURY HIGH SCHOOL070215,GLASTONBURY HIGH SCHOOL,Glastonbury,Connecticut,3.93,,
GLEN RIDGE HIGH SCHOOL310435,GLEN RIDGE HIGH SCHOOL,Glen Ridge,New Jersey,3.95,,
GLENBARD WEST HIGH SCHOOL142075,GLENBARD WEST HIGH SCHOOL,Glen Ellyn,Illinois,3.73,,
GLENBROOK NORTH HIGH SCHOOL143215,GLENBROOK NORTH HIGH SCHOOL,Northbrook,Illinois,3.89,3.93,
GLENBROOK SOUTH HIGH SCHOOL142078,GLENBROOK SOUTH HIGH SCHOOL,Glenview,Illinois,3.87,3.95,
GLENCOE HIGH SCHOOL380474,GLENCOE HIGH SCHOOL,Hillsboro,Oregon,4.14,4.11,
GLENDA DAWSON HIGH SCHOOL445414,GLENDA DAWSON HIGH SCHOOL,Pearland,Texas,4.12,4.21,
GLENELG COUNTRY SCHOOL210592,GLENELG COUNTRY SCHOOL,Ellicott City,Maryland,3.98,,
GLENELG HIGH SCHOOL210593,GLENELG HIGH SCHOOL,Glenelg,Maryland,4.09,4.24,
GOLDEN SENIOR HIGH SCHOOL060670,GOLDEN SENIOR HIGH SCHOOL,Golden,Colorado,3.82,3.8,
GONZAGA COLLEGE HIGH SCHOOL090085,GONZAGA COLLEGE HIGH SCHOOL,Washington,District of Columbia,3.91,4.1,
GONZAGA PREPARATORY SCHOOL481245,GONZAGA PREPARATORY SCHOOL,Spokane,Washington,4.06,4.19,
GOULD ACADEMY200100,GOULD ACADEMY,Bethel,Maine,3.85,3.91,
GOVERNOR LIVINGSTON HIGH SCHL310093,GOVERNOR LIVINGSTON HIGH SCHL,Berkeley Heights,New Jersey,3.81,3.89,
GOVERNOR SCHOOL SCIENCE & MATH410997,GOVERNOR SCHOOL SCIENCE & MATH,Hartsville,South Carolina,4.13,,
GRACE CHURCH SCHOOL333761,GRACE CHURCH SCHOOL,New York,New York,3.74,,
GRAFTON HIGH SCHOOL472504,GRAFTON HIGH SCHOOL,Yorktown,Virginia,3.95,,
GRANBY MEMORIAL HIGH SCHOOL070217,GRANBY MEMORIAL HIGH SCHOOL,Granby,Connecticut,4.02,,
GRAND BLANC COMMUNITY SCHOOL231665,GRAND BLANC COMMUNITY SCHOOL,Grand Blanc,Michigan,4.05,,
GRANDVIEW HIGH SCHOOL060081,GRANDVIEW HIGH SCHOOL,Aurora,Colorado,4.06,4.04,
GRANDVILLE HIGH SCHOOL231770,GRANDVILLE HIGH SCHOOL,Grandville,Michigan,4.25,,
GRANT HIGH SCHOOL380880,GRANT HIGH SCHOOL,Portland,Oregon,3.98,4.02,
GRAYSLAKE CENTRAL HIGH SCHOOL142135,GRAYSLAKE CENTRAL HIGH SCHOOL,Grayslake,Illinois,3.95,,
GRAYSLAKE NORTH HIGH SCHOOL142126,GRAYSLAKE NORTH HIGH SCHOOL,Grayslake,Illinois,3.7,,
GREAT NECK SOUTH HIGH SCHOOL332172,GREAT NECK SOUTH HIGH SCHOOL,Great Neck,New York,4.03,4.08,4.12
GREAT VALLEY HIGH SCHOOL392363,GREAT VALLEY HIGH SCHOOL,Malvern,Pennsylvania,4.13,4.1,4.07
GREATER ATLANTA CHRISTIAN SCH112278,GREATER ATLANTA CHRISTIAN SCH,Norcross,Georgia,3.89,3.93,
GREEN HOPE HIGH SCHOOL342709,GREEN HOPE HIGH SCHOOL,Cary,North Carolina,3.91,3.88,
GREEN VALLEY HIGH SCHOOL290084,GREEN VALLEY HIGH SCHOOL,Henderson,Nevada,4.06,4.12,4.2
GREENHILL SCHOOL441735,GREENHILL SCHOOL,Addison,Texas,3.99,4.02,
GREENHILLS SCHOOL230087,GREENHILLS SCHOOL,Ann Arbor,Michigan,4.1,4.17,
GREENS FARMS ACADEMY070915,GREENS FARMS ACADEMY,Greens Farms,Connecticut,4.09,4.07,
GREENSBORO DAY SCHOOL341597,GREENSBORO DAY SCHOOL,Greensboro,North Carolina,3.93,4.06,
GREENWICH ACADEMY070235,GREENWICH ACADEMY,Greenwich,Connecticut,4.08,4.06,
GREENWICH HIGH SCHOOL070240,GREENWICH HIGH SCHOOL,Greenwich,Connecticut,3.86,3.93,3.69
GREGORY SCHOOL THE030506,GREGORY SCHOOL THE,Tucson,Arizona,3.74,3.83,
GRESHAM HIGH SCHOOL380430,GRESHAM HIGH SCHOOL,Gresham,Oregon,4.06,4.06,
GRIER SCHOOL394905,GRIER SCHOOL,Tyrone,Pennsylvania,3.83,3.89,3.82
GROSSE POINTE SOUTH HS231802,GROSSE POINTE SOUTH HS,Grosse Pointe,Michigan,4.12,4.12,
GROTON SCHOOL220930,GROTON SCHOOL,Groton,Massachusetts,4.19,4.27,
GROTON-DUNSTABLE REGIONAL HS220928,GROTON-DUNSTABLE REGIONAL HS,Groton,Massachusetts,3.85,,
GUILFORD HIGH SCHOOL070255,GUILFORD HIGH SCHOOL,Guilford,Connecticut,3.42,,
GULF COAST HIGH SCHOOL101540,GULF COAST HIGH SCHOOL,Naples,Florida,3.97,,
GULLIVER PREPARATORY SCHOOL100293,GULLIVER PREPARATORY SCHOOL,Miami,Florida,3.92,3.96,
GWINNETT SCH OF MATH SCI TECH111140,GWINNETT SCH OF MATH SCI TECH,Lawrenceville,Georgia,4.09,4.1,
H B PLANT HIGH SCHOOL101700,H B PLANT HIGH SCHOOL,Tampa,Florida,4.19,4.22,
H B WOODLAWN470127,H B WOODLAWN,Arlington,Virginia,4.11,4.12,
HACKETTSTOWN HIGH SCHOOL310465,HACKETTSTOWN HIGH SCHOOL,Hackettstown,New Jersey,3.94,3.94,
HACKLEY SCHOOL335540,HACKLEY SCHOOL,Tarrytown,New York,3.68,,
HADDONFIELD MEMORIAL HS310470,HADDONFIELD MEMORIAL HS,Haddonfield,New Jersey,3.95,,
HALF HOLLOW HILLS HS EAST332493,HALF HOLLOW HILLS HS EAST,Dix Hills,New York,3.94,4.08,
HALF HOLLOW HILLS HS WEST331627,HALF HOLLOW HILLS HS WEST,Dix Hills,New York,4.07,,
HALL HIGH SCHOOL070900,HALL HIGH SCHOOL,West Hartford,Connecticut,4.02,4.2,
HAMDEN HALL COUNTRY DAY SCHOOL070258,HAMDEN HALL COUNTRY DAY SCHOOL,Hamden,Connecticut,3.82,3.83,
HAMILTON HIGH SCHOOL030062,HAMILTON HIGH SCHOOL,Chandler,Arizona,4.1,4.11,4.19
HAMILTON SOUTHEASTERN HS151045,HAMILTON SOUTHEASTERN HS,Fishers,Indiana,3.92,4.03,
HANALANI SCHOOLS120214,HANALANI SCHOOLS,Mililani,Hawaii,4.2,,
HANFORD HIGH SCHOOL481002,HANFORD HIGH SCHOOL,Richland,Washington,4.19,4.19,
HANOVER HIGH SCHOOL300250,HANOVER HIGH SCHOOL,Hanover,New Hampshire,3.77,3.71,
HANOVER PARK HIGH SCHOOL310501,HANOVER PARK HIGH SCHOOL,East Hanover,New Jersey,3.94,,
HARKER HEIGHTS HIGH SCHOOL443118,HARKER HEIGHTS HIGH SCHOOL,Harker Heights,Texas,3.77,3.96,
HARMONY SCHOOL OF INNOVATION446789,HARMONY SCHOOL OF INNOVATION,Sugar Land,Texas,3.91,,
HARPETH HALL SCHOOL431670,HARPETH HALL SCHOOL,Nashville,Tennessee,4,,
HARRITON HIGH SCHOOL394290,HARRITON HIGH SCHOOL,Bryn Mawr,Pennsylvania,3.89,3.9,
HARRY D JACOBS HIGH SCHOOL140027,HARRY D JACOBS HIGH SCHOOL,Algonquin,Illinois,3.69,,
HARVEST CHRISTIAN ACADEMY525155,HARVEST CHRISTIAN ACADEMY,Barrigada,Guam,3.82,3.95,
HARVEY SCHOOL332644,HARVEY SCHOOL,Katonah,New York,4.04,,
HASTINGS HIGH SCHOOL332295,HASTINGS HIGH SCHOOL,Hastings On Huds,New York,3.79,3.94,
HATHAWAY BROWN SCHOOL361260,HATHAWAY BROWN SCHOOL,Shaker Heights,Ohio,4.04,,
HAWAII BAPTIST ACADEMY120030,HAWAII BAPTIST ACADEMY,Honolulu,Hawaii,3.91,4.11,
HAWAII PREPARATORY ACADEMY120150,HAWAII PREPARATORY ACADEMY,Kamuela,Hawaii,3.7,3.89,
HAWKEN SCHOOL361262,HAWKEN SCHOOL,Gates Mills,Ohio,3.95,,
HAYFIELD SECONDARY SCHOOL470028,HAYFIELD SECONDARY SCHOOL,Alexandria,Virginia,4.08,,
HAYNES ACADEMY FOR ADVANCED ST191793,HAYNES ACADEMY FOR ADVANCED ST,Metairie,Louisiana,3.87,,
HEADWATERS SCHOOL440354,HEADWATERS SCHOOL,Austin,Texas,4.1,,
HEBRON HIGH SCHOOL441146,HEBRON HIGH SCHOOL,Carrollton,Texas,3.91,3.99,
HELLGATE HIGH SCHOOL270618,HELLGATE HIGH SCHOOL,Missoula,Montana,4.1,4.19,
HENDRICKSON HIGH SCHOOL445499,HENDRICKSON HIGH SCHOOL,Pflugerville,Texas,3.87,,
HENRICO HIGH SCHOOL471854,HENRICO HIGH SCHOOL,Richmond,Virginia,3.95,,
HENRY CLAY HIGH SCHOOL181425,HENRY CLAY HIGH SCHOOL,Lexington,Kentucky,4.13,,
HENRY FOSS HIGH SCHOOL481383,HENRY FOSS HIGH SCHOOL,Tacoma,Washington,3.89,,
HENRY J KAISER HIGH SCHOOL120038,HENRY J KAISER HIGH SCHOOL,Honolulu,Hawaii,4.06,4.08,
HENRY M JACKSON HIGH SCHOOL480711,HENRY M JACKSON HIGH SCHOOL,Mill Creek,Washington,4.05,4.07,
HERBERT HENRY DOW HIGH SCHOOL232582,HERBERT HENRY DOW HIGH SCHOOL,Midland,Michigan,4.14,,
HERITAGE HALL372669,HERITAGE HALL,Oklahoma City,Oklahoma,3.95,3.91,
HERITAGE HIGH SCHOOL060929,HERITAGE HIGH SCHOOL,Littleton,Colorado,4.08,4.15,
HERITAGE HIGH SCHOOL442488,HERITAGE HIGH SCHOOL,Frisco,Texas,4.01,4.02,
HERITAGE HIGH SCHOOL481492,HERITAGE HIGH SCHOOL,Vancouver,Washington,4.03,,
HERRICKS SENIOR HIGH SCHOOL333346,HERRICKS SENIOR HIGH SCHOOL,New Hyde Park,New York,4.07,4.04,
HERSHEY HIGH SCHOOL391765,HERSHEY HIGH SCHOOL,Hershey,Pennsylvania,3.82,,
HEWITT SCHOOL333815,HEWITT SCHOOL,New York,New York,4.03,,
HIGH SCHOOL AMERICAN STUDIES330603,HIGH SCHOOL AMERICAN STUDIES,Bronx,New York,4.02,,
HIGH SCHOOL FOR DUAL LANGUAGE333600,HIGH SCHOOL FOR DUAL LANGUAGE,New York,New York,3.68,,
HIGH SCHOOL MATH SCI ENG @CCNY333691,HIGH SCHOOL MATH SCI ENG @CCNY,New York,New York,4.06,4.05,
HIGH TECH HIGH SCHOOL311012,HIGH TECH HIGH SCHOOL,Secaucus,New Jersey,3.86,3.92,
HIGH TECHNOLOGY HIGH SCHOOL310694,HIGH TECHNOLOGY HIGH SCHOOL,Lincroft,New Jersey,4.05,4.06,
HIGHLAND HIGH SCHOOL450373,HIGHLAND HIGH SCHOOL,Salt Lake City,Utah,3.93,,
HIGHLAND PARK HIGH SCHOOL142275,HIGHLAND PARK HIGH SCHOOL,Highland Park,Illinois,3.95,4.09,
HIGHLAND PARK HIGH SCHOOL310525,HIGHLAND PARK HIGH SCHOOL,Highland Park,New Jersey,3.93,,
HIGHLAND PARK HIGH SCHOOL441740,HIGHLAND PARK HIGH SCHOOL,Dallas,Texas,3.89,3.97,
HIGHLANDS RANCH HIGH SCHOOL060742,HIGHLANDS RANCH HIGH SCHOOL,Highlands Ranch,Colorado,4.09,,
HIGHLINE HIGH SCHOOL481090,HIGHLINE HIGH SCHOOL,Des Moines,Washington,4.17,,
HIGHTSTOWN HIGH SCHOOL310530,HIGHTSTOWN HIGH SCHOOL,Hightstown,New Jersey,3.88,,
HIGLEY HIGH SCHOOL030163,HIGLEY HIGH SCHOOL,Gilbert,Arizona,4.12,,
HILL SCHOOL394080,HILL SCHOOL,Pottstown,Pennsylvania,4.05,4.06,
HILL-MURRAY SCHOOL242217,HILL-MURRAY SCHOOL,Maplewood,Minnesota,3.43,3.58,
HILLCREST HIGH SCHOOL450193,HILLCREST HIGH SCHOOL,Midvale,Utah,4.2,4.24,
HILLGROVE HIGH SCHOOL112431,HILLGROVE HIGH SCHOOL,Powder Springs,Georgia,4.2,4.18,
HILLSBORO HIGH SCHOOL431680,HILLSBORO HIGH SCHOOL,Nashville,Tennessee,4.12,4.12,
HILLSBOROUGH HIGH SCHOOL101705,HILLSBOROUGH HIGH SCHOOL,Tampa,Florida,3.98,,
HILLSBOROUGH HIGH SCHOOL310073,HILLSBOROUGH HIGH SCHOOL,Hillsborough,New Jersey,3.99,4.12,4.07
HILO HIGH SCHOOL120015,HILO HIGH SCHOOL,Hilo,Hawaii,3.88,,
HINGHAM HIGH SCHOOL221000,HINGHAM HIGH SCHOOL,Hingham,Massachusetts,3.53,,
HINSDALE CENTRAL HIGH SCHOOL142300,HINSDALE CENTRAL HIGH SCHOOL,Hinsdale,Illinois,4.02,4.09,4.04
